user_id,country,country_region,source,platform,device_family,os_version,event_1,event_2,event_3,revenue
83dca68f,es,,Non-Organic,Android,Xiaomi Phone,9,0,24,,0.042568
f76da2d7,es,Barcelona,Organic,android,motorola motorola motorola one action,10,0,104,0.0,0.161125
7cf18782,es,Cordoba,Organic,Android,Samsung Galaxy Phone,9,0,8,0.0,0.015512
af321c2d,es,Madrid,Non-Organic,Android,Lenovo LENOVO Lenovo TB-X505F,10,0,39,0.0,0.062217
8b785c69,es,Valencia,Non-Organic,Android,Xiaomi Phone,9,0,41,3.0,0.067578
62661037,es,Madrid,Non-Organic,Android,Xiaomi Phone,10,0,15,0.0,0.024003
12b382af,es,Barcelona,Organic,Android,samsung samsung SM-A307FN,10,0,34,0.0,0.063669
40685b89,es,Barcelona,Non-Organic,Android,Samsung Galaxy Tab,9,0,113,1.0,0.216659
673a3cb0,es,Barcelona,Organic,Android,OPPO OPPO CPH1951,10,0,370,7.0,0.578444
dde3fef0,es,Valladolid,Organic,Android,Redmi Xiaomi M2003J15SC,10,0,110,1.0,0.173666
bfe3b041,es,Valencia,Organic,Android,Xiaomi Phone,10,0,41,2.0,0.065767
3fa2279d,es,Madrid,Organic,Android,Samsung Galaxy Phone,10,0,18,0.0,0.033818
8a4bbf1c,es,Barcelona,Organic,Android,samsung samsung SM-A115F,10,0,209,0.0,0.39458
a427bf31,es,Valencia,Organic,Android,samsung samsung SM-A315G,10,0,163,69.0,0.416195
450b7a67,es,Madrid,Organic,Android,Redmi Xiaomi Redmi Note 9 Pro,10,0,0,0.0,0.0
51706817,es,Asturias,Organic,Android,Huawei Phone,10,0,19,0.0,0.028805
2a9aba4a,es,Biscay,,Android,Samsung Galaxy Tab,7.1.1,0,56,0.0,0.104964
786c23ee,es,Valencia,Organic,Android,Xiaomi Phone,10,0,39,2.0,0.063831
8bd5d2d8,es,Malaga,Organic,Android,Xiaomi Xiaomi Redmi K20 Pro,10,0,245,97.0,0.495083
f0a6f754,es,Barcelona,Organic,Android,OPPO OPPO CPH2021,9,0,4,0.0,0.005999
b365c0a1,es,Valencia,Organic,Android,LG Phone,6.0.1,0,71,0.0,0.110717
462bbeb3,es,Saragossa,Organic,Android,Huawei Phone,8.0.0,0,8,0.0,0.012558
bbe5d843,es,Seville,Organic,Android,Redmi Xiaomi Redmi Note 9 Pro,10,0,12,0.0,0.018699
aa9c8031,es,Biscay,Organic,Android,Samsung Galaxy Phone,9,0,0,0.0,0.0
95de5877,es,Valencia,Organic,Android,Samsung Galaxy Phone,10,128,16,0.0,0.031068
9adf3f61,es,Barcelona,Organic,Android,Samsung Galaxy Phone,9,0,35,0.0,0.065279
afb5ceb1,es,Madrid,Organic,Android,Vodafone Vodafone VFD 630,9,0,57,22.0,0.117865
e4471901,es,Asturias,Organic,Android,samsung samsung SM-T500,8.1.0,0,24,0.0,0.045215
2e54aa70,es,Madrid,Organic,Android,Samsung Galaxy Phone,8.0.0,0,0,21.0,0.03332
c4ddf737,es,Barcelona,Organic,Android,Xiaomi Phone,9,0,23,0.0,0.035497
76947454,es,Barcelona,Organic,Android,samsung samsung SM-G781B,11,0,91,20.0,0.2093
620147b7,es,Madrid,,Android,Sony Xperia Phone,5.1.1,0,33,2.0,0.053581
98600c22,es,Madrid,Organic,Android,Samsung Galaxy Phone,7.1.1,0,75,1.0,0.147048
cd37d1d7,es,Ourense,Organic,Android,Xiaomi Xiaomi Redmi 8A,7.0,0,258,2.0,0.412212
df7b8e78,es,Ciudad Real,Organic,Android,Samsung Galaxy Phone,10,0,35,0.0,0.063826
a39f7485,es,Alicante,Organic,Android,Huawei Phone,9,0,264,3.0,0.421747
d4fe22eb,es,Valencia,Organic,Android,Xiaomi Xiaomi M2002J9G,7.0,0,226,0.0,0.352811
5ac1b199,es,Asturias,Non-Organic,Android,Samsung Galaxy Phone,10,0,0,0.0,0.0
a94cd7aa,co,Antioquia,Organic,Android,Xiaomi Phone,9,0,117,0.0,0.134434
62d04ba7,co,Departamento del Valle del Cauca,Organic,Android,Redmi Xiaomi Redmi Note 9S,10,0,63,4.0,0.073228
544cf5c2,it,Provincia di Brescia,Organic,Android,realme realme RMX2111,8.0.0,0,30,0.0,0.050319
96225391,us,Wisconsin,Organic,iOS,Apple iPhone,14.3,0,0,0.0,0.0
86dbb78c,us,Texas,Organic,iOS,Apple iPhone,14.2,0,95,0.0,1.264039
e14385ad,nl,South Holland,Organic,android,samsung samsung SM-T500,10,2206,644,3.0,1.360208
44023fc9,it,Bologna,Organic,iOS,Apple iPhone,12.5.1,0,28,1.0,0.086027
958d01f7,pe,Lima,Organic,iOS,Apple iPhone,14.4,0,151,4.0,31265.965359
58be94ce,ar,Neuquen,Organic,iOS,Apple iPhone,14.4,0,0,0.0,0.0
f487f98e,fr,Var,Non-Organic,iOS,Apple iPad,12.5.1,0,1,0.0,0.00389
7ed292a5,fr,Loiret,Non-Organic,iOS,Apple iPhone,14.4,0,0,0.0,0.0
7b9af518,fr,Paris,Non-Organic,iOS,Apple iPhone,14.2,0,0,0.0,0.0
60f3fe50,fr,Lot-et-Garonne,Non-Organic,iOS,Apple iPhone,12.5.1,0,113,3.0,0.432756
070f3f72,fr,Isère,Non-Organic,iOS,Apple iPhone,14.4,0,97,0.0,0.362952
a35a748c,fr,Nièvre,Non-Organic,iOS,Apple iPhone,12.5.1,0,167,,0.616958
1802100e,fr,Seine-Maritime,Non-Organic,iOS,Apple iPad,14.1,0,187,9.0,0.7365
0dd22c63,fr,Indre-et-Loire,Organic,iOS,Apple iPad,11.2.5,0,21,0.0,0.077941
36ef1ce2,fr,Val d'Oise,Organic,iOS,Apple iPhone,14.3,0,594,14.0,2.237727
7e89a754,fr,Paris,Organic,iOS,Apple iPhone,13.7,0,10,0.0,0.036646
65d32ac1,fr,Upper Garonne,Organic,iOS,Apple iPhone,14.4,0,3,0.0,0.011095
7e4be46e,br,Minas Gerais,Organic,iOS,Apple iPhone,14.4,0,153,42.0,0.600087
d810a24a,mx,Mexico City,Organic,Android,Samsung Galaxy Phone,10,0,0,1.0,0.001181
cea86cc6,mx,Mexico City,Organic,Android,Lenovo LENOVO Lenovo TB-X505F,9,0,18,0.0,0.025285
cfd10f1c,mx,Mexico City,Organic,Android,HUAWEI HUAWEI JKM-LX3,9,0,15,0.0,0.021455
57720995,mx,México,Organic,iOS,Samsung Galaxy Phone,10.3.3,0,62,7.0,0.165075
7db36122,mx,Mexico City,Organic,Android,Redmi Xiaomi Redmi Note 9 Pro,10,0,61,0.0,0.087453
f4c585e1,fr,Somme,Non-Organic,iOS,Apple iPhone,14.3,0,0,0.0,0.0
d990daf5,gb,Birmingham,Organic,iOS,Apple iPhone,14.4,0,34,0.0,0.165753
81e1f51a,es,Cadiz,Organic,Android,lge LGE LM-K200,10,0,1,0.0,0.001529
a3d80b05,es,Murcia,Organic,Android,Xiaomi Phone,10,0,575,113.0,1.043651
fe05c7f3,es,Madrid,Organic,Android,Samsung Galaxy Tab,8.0.0,0,572,65.0,1.187383
9b60c1fd,es,Castille and León,Non-Organic,Android,ZTE ZTE ZTE Blade A7 2020,9,0,502,6.0,0.804392
502799c4,es,Murcia,Non-Organic,android,Redmi Xiaomi M2004J19C,10,0,64,3.0,0.104751
1058af66,es,Seville,Organic,Android,xiaomi Xiaomi Redmi Note 8T,9,0,4,1.0,0.007486
449be6c5,es,Seville,Non-Organic,Android,Samsung Galaxy Phone,9,0,0,0.0,0.0
8c27ce85,es,Madrid,Organic,Android,Huawei Phone,9,0,0,0.0,0.0
392e49de,es,Jaen,Non-Organic,Android,Samsung Galaxy Phone,10,0,0,0.0,0.0
1a9db4f9,es,Barcelona,Organic,Android,Huawei Phone,9,0,11,0.0,0.017204
da7d0b24,es,Madrid,Organic,Android,Redmi Xiaomi Redmi Note 9 Pro,10,0,0,,0.002561
55690014,es,,Non-Organic,Android,Huawei Phone,9,0,0,0.0,0.0
6ed20188,es,La Rioja,Non-Organic,Android,Samsung Galaxy Phone,10,0,0,0.0,0.0
6ce275cb,es,Madrid,Organic,Android,CARBAYTA CARBAYTA S109,8.0,0,117,0.0,0.181295
d0e125e3,es,Ciudad Real,Organic,Android,samsung samsung SM-A307FN,10,0,0,0.0,0.0
766070ad,es,Asturias,Non-Organic,android,xiaomi Xiaomi MI 6X,8.1.0,0,0,0.0,0.0
514f1b13,es,Las Palmas,Non-Organic,Android,Samsung Galaxy Phone,10,0,0,0.0,0.0
71248f0b,es,Madrid,Organic,Android,Xiaomi Phone,10,0,55,1.0,0.086457
ff71bf90,es,Castellon,Non-Organic,android,Redmi Xiaomi Redmi Note 9S,10,0,0,0.0,0.0
7ba244a6,es,Girona,Organic,Android,Redmi Xiaomi Redmi Note 9 Pro,10,0,36,6.0,0.064009
ea5d1633,es,Madrid,Organic,Android,Xiaomi Phone,10,0,78,1.0,0.120958
c846bc82,es,Cadiz,Organic,android,Xiaomi Xiaomi M2007J17G,10,0,3,0.0,0.004624
a0cec6bb,es,Barcelona,Organic,Android,Motorola Phone,9,0,72,2.0,0.110415
5c00e278,es,Barcelona,Organic,Android,Samsung Galaxy Phone,9,0,10,0.0,0.018491
c59407c7,es,Barcelona,Organic,Android,Samsung Galaxy Phone,10,2545,458,0.0,0.854349
6cb5a9fe,es,Valencia,Organic,Android,Redmi Xiaomi Redmi Note 9 Pro,10,0,111,14.0,0.183289
906e79d2,es,Seville,Organic,Android,samsung samsung SM-G996B,11,0,155,2.0,0.294492
cfe9f7f4,es,Madrid,Organic,Android,Redmi Xiaomi Redmi Note 9 Pro,12.4.8,0,5,,0.007599
3fb69f44,es,Madrid,Organic,Android,Samsung Galaxy Tab,7.1.1,0,94,0.0,0.172708
81432fd5,es,Valencia,Organic,Android,Samsung Galaxy Phone,5.1,0,41,0.0,0.077495
55799d34,es,Madrid,Organic,Android,Samsung Galaxy Tab,8.1.0,0,123,0.0,0.230071
a132d0aa,es,Jaen,Organic,Android,samsung samsung SM-A315G,7.1.1,0,1028,0.0,1.923343
40b664b9,es,Seville,Organic,Android,Huawei Phone,7.0,0,94,0.0,0.148491
dee6d483,es,Santa Cruz de Tenerife,Organic,Android,samsung samsung SM-T500,11,0,38,0.0,0.071808
7975539e,ch,Zurich,Organic,iOS,Apple iPhone,14.4,0,87,0.0,0.534702
ea4f3d90,es,Andalusia,,iOS,Apple iPhone,11.4,0,10,2.0,0.028497
942338c5,us,New York,Organic,iOS,"Apple iPad11,6",14.4,0,119,8.0,0.494432
7fdd4f55,es,Granada,Organic,iOS,Apple iPhone,14.4,0,12,0.0,0.028615
e3ba9a43,es,Madrid,Organic,iOS,Apple iPhone,14.4,0,123,0.0,0.296928
3f7d7009,es,Malaga,Organic,iOS,Apple iPhone,14.4,0,449,75.0,1.221343
e5b98c93,es,Madrid,Organic,iOS,Apple iPhone,12.1.4,0,30,0.0,0.074341
484a0b35,es,Pontevedra,Organic,iOS,Apple iPhone,14.4,0,256,0.0,0.621476
eebe7f0c,es,Madrid,Organic,iOS,Apple iPhone,14.4,0,63,2.0,0.157845
67253ed1,es,Barcelona,Non-Organic,iOS,Apple iPhone,14.4,0,39,2.0,0.096047
fb44bb1c,es,Leon,Non-Organic,iOS,Apple iPhone,14.4,0,111,4.0,0.272014
db32bfa8,es,Murcia,Organic,iOS,"Apple iPad11,6",14.4,0,79,3.0,0.192739
bb07fc53,es,Madrid,Organic,ios,Apple iPad,14.4,0,43,0.0,0.099374
e8298c93,es,Barcelona,Organic,iOS,Apple iPad,14.2,0,27,0.0,0.067975
45d9772b,es,Barcelona,Organic,iOS,Apple iPhone,14.4,0,30,2.0,0.077513
8b36854f,es,Seville,Organic,iOS,Apple iPhone,14.4,0,17,10.0,0.060351
c1b068ee,es,Valencia,Organic,iOS,Apple iPhone,14.4,0,18,1.0,0.045249
86a1b500,es,Jaen,,iOS,Apple iPhone,14.4,0,43,0.0,0.105447
4eb5fb81,cl,Santiago Metropolitan,Organic,Android,Huawei Phone,10,0,0,0.0,0.0
cc65a8ba,mx,Mexico City,Organic,iOS,Apple iPhone,14.4,0,46,2.0,0.141375
8b54187d,mx,México,Organic,iOS,Apple iPhone,14.4,0,55,5.0,0.173758
1c98828a,nl,South Holland,Organic,Android,motorola motorola moto g(9) plus,10,0,369,0.0,0.659299
09839e13,us,Colorado,Organic,Android,lge LGE LM-Q730,10,0,10,16.0,0.271148
a874dfcc,us,Florida,Organic,Android,Samsung Galaxy Phone,9,0,317,50.0,4.365034
0ff3fda4,ve,Monagas,Organic,Android,Samsung Galaxy Phone,6.0.1,0,499,17.0,0.122539
d0b69cb7,co,Departamento de Risaralda,Organic,iOS,Samsung Galaxy Phone,12.5.1,0,42,0.0,0.096172
bf8e9b3b,fr,Hauts-de-Seine,Organic,ios,Apple iPhone,14.4,0,258,13.0,0.958206
ba57e5fc,fr,Bouches-du-Rhône,Organic,ios,Apple iPad,14.4,0,101,0.0,0.352715
3a692b14,fr,Paris,Organic,iOS,Apple iPhone,14.4,0,36,0.0,0.128572
21588d48,be,Namur Province,Organic,Android,archos archos Archos 101e Neon,6.0,0,0,0.0,0.0
aba4fa0b,be,Hainaut Province,Organic,Android,HUAWEI HUAWEI AGS2-W09,8.0.0,0,1,0.0,0.002263
621cb920,gb,Surrey,Organic,iOS,Apple iPad,14.4,0,3,4.0,0.02851
db0711c2,br,Sao Paulo,Organic,Android,Samsung Galaxy Phone,10,0,152,,0.269434
dc656ffc,gp,,Organic,Android,Samsung Galaxy Phone,9,0,0,0.0,0.0
d4e35182,mx,México,Organic,Android,motorola motorola moto e(6) plus,9,0,0,1.0,0.001122
f9aa07a0,mx,Colima,Organic,Android,Motorola Phone,8.1.0,0,1,0.0,0.001435
b6b3a7d5,mx,Jalisco,Organic,Android,Huawei Phone,10,0,68,4.0,0.100758
a1a00663,mx,Mexico City,Organic,Android,HUAWEI HUAWEI STK-LX3,10,0,128,6.0,0.196871
378f2cd4,mx,Sonora,Organic,Android,samsung samsung SM-N770F,10,0,10,0.0,0.015825
36a982fa,mx,Nuevo León,Organic,ios,Apple iPhone,14.4,0,16,0.0,0.050706
373af8d0,tn,Gouvernorat de Tunis,Organic,Android,Huawei Phone,10,0,0,0.0,0.0
fe3f5b45,cl,Santiago Metropolitan,Organic,Android,Samsung Galaxy Phone,11,0,34,9.0,0.076224
07144537,gi,,Organic,iOS,Apple iPhone,13.5.1,0,343,9.0,2.306581
dfee30b7,mx,México,Organic,Android,HONOR HUAWEI JSN-L23,10,0,149,,0.228005
0d098318,do,Provincia de Valverde,Organic,Android,samsung samsung SM-J737T1,9,0,0,137.0,0.01019
643199a1,pt,Porto,Organic,Android,Xiaomi Phone,9,0,0,0.0,0.0
f9466a42,ar,Buenos Aires F.D.,Organic,iOS,Apple iPhone,14.4,0,348,174.0,0.711904
28d57b81,es,Alicante,Organic,Android,Samsung Galaxy Phone,10,0,155,19.0,0.327865
5aef2717,es,Balearic Islands,Organic,Android,Huawei Phone,10,0,24,1.0,0.040244
f974dcb2,es,La Rioja,Non-Organic,Android,Huawei Phone,8.0.0,0,34,,0.055252
d46bbba9,es,Galicia,Organic,Android,Lenovo LENOVO Lenovo TB-X605F,9,0,110,0.0,0.17344
4836ce5e,es,Andalusia,Organic,Android,OPPO OPPO CPH2135,10,0,198,6.0,0.318249
4dab56b8,es,Castellon,Organic,Android,lge LGE LM-X430,10,0,37,10.0,0.073274
54d70bef,es,Madrid,Non-Organic,Android,Samsung Galaxy Phone,10,0,63,0.0,0.120964
981a9e5f,es,Valencia,Organic,Android,Samsung Galaxy Phone,8.1.0,0,57,0.0,0.111306
1c7adeac,es,Madrid,Organic,Android,HUAWEI HUAWEI STK-LX1,10,0,162,3.0,0.26555
992ebf96,es,Madrid,Organic,Android,Huawei Phone,10,0,30,0.0,0.045208
b91d72b3,es,Valencia,Organic,Android,Redmi Xiaomi M2004J19C,10,0,182,2.0,0.28805
21c6fa24,es,Valencia,Organic,Android,HUAWEI HUAWEI PPA-LX2,10,0,0,0.0,0.0
b99b6e17,es,Catalonia,Non-Organic,Android,SPC Smart Products Connection SA GRAVITY 4G_2019,9,0,58,0.0,0.091204
d8c31efa,es,Madrid,Organic,Android,Xiaomi Phone,7.1.2,0,218,6.0,0.359096
db8b9c9c,es,Saragossa,Non-Organic,Android,samsung samsung SM-T720,10,0,88,3.0,0.169536
9eba06f3,fr,Valencia,Organic,Android,Redmi Xiaomi M2004J19C,10,0,7,0.0,0.014954
e308462b,cr,Provincia de San Jose,Organic,Android,Samsung Galaxy Phone,10,0,34,0.0,0.078372
4a4576d8,bo,Departamento de La Paz,Organic,Android,Samsung Galaxy Phone,6.0.1,0,0,1.0,0.0
ad09f950,be,East Flanders Province,Organic,iOS,Apple iPad,14.3,0,0,0.0,0.0
814f1363,be,East Flanders Province,Organic,android,samsung samsung SM-G781B,11,0,28,3.0,0.089106
24f25b33,gb,Hampshire,Organic,Android,Samsung Galaxy Tab,7.1.1,0,3,0.0,0.01519
95da808e,es,Murcia,Organic,iOS,Apple iPhone,14.4,0,8,4.0,0.027727
3a319dda,es,Valencia,Organic,iOS,Apple iPhone,14.4,0,195,0.0,0.475894
2445de91,es,Barcelona,Organic,iOS,Apple iPhone,14.4,0,515,6.0,1.297542
2794fa76,es,Leon,Organic,iOS,Apple iPhone,14.4,0,23,1.0,0.05685
cf92e161,es,Madrid,,iOS,Apple iPhone,14.4,329,38,28.0,0.147305
17840851,es,Madrid,Organic,iOS,Apple iPhone,14.4,0,0,0.0,0.0
cee88ff0,es,Santa Cruz de Tenerife,Organic,iOS,Apple iPhone,14.4,0,0,11.0,0.020518
ab65702a,es,Barcelona,Organic,iOS,Apple iPad,12.5.1,0,0,0.0,0.0
13b17e7d,es,Girona,Organic,iOS,Apple iPhone,14.3,0,5,0.0,0.012222
f467f212,es,Catalonia,Organic,iOS,Apple iPhone,14.5,0,92,0.0,0.219911
79f6d06a,es,Valladolid,Organic,ios,Apple iPad,14.4,0,167,19.0,0.439872
48bce307,es,Madrid,Organic,iOS,Apple iPhone,12.5.1,0,104,0.0,0.249956
eb0d7397,es,Valencia,Organic,iOS,Apple iPhone,14.4,0,171,0.0,0.429811
59f7ddaa,es,Girona,Organic,iOS,Huawei Phone,8.0.0,0,298,11.0,0.566613
8a804e67,es,Barcelona,Organic,iOS,Samsung Galaxy Tab,7.1.1,0,456,159.0,1.219079
f5783e26,cl,Santiago Metropolitan,Organic,Android,Lenovo LENOVO Lenovo YT-X705F,10,0,94,7.0,0.194527
ed26f55a,ca,Quebec,Organic,iOS,Apple iPhone,14.3,0,23,,0.124537
0f34a371,mx,Mexico City,Organic,iOS,Apple iPhone,14.4,0,0,0.0,0.0
d6e5be84,mx,Mexico City,Organic,iOS,Apple iPhone,14.3,0,64,0.0,0.189955
c097e3eb,it,Provincia di Rimini,Organic,Android,Samsung Galaxy Phone,8.0.0,0,112,0.0,0.248266
0835942b,us,Michigan,Organic,Android,Samsung Galaxy Phone,11,0,70,18.0,1.09197
54389bb6,us,Florida,Organic,Android,samsung samsung SM-A516U,7.1.1,0,0,0.0,0.0
8de6e821,cz,České Budějovice District,Organic,Android,Samsung Galaxy Phone,10,223,63,0.0,0.066671
cdf774d7,ve,Mérida,Organic,Android,Samsung Galaxy Phone,9,0,139,3.0,0.036066
2eb68e28,fr,Maine-et-Loire,Organic,iOS,Apple iPad,12.4.1,0,22,0.0,0.075358
e815c73a,fr,Ain,Organic,iOS,Apple iPad,12.5.1,0,44,0.0,0.158604
c812f7c2,fr,Val d'Oise,Non-Organic,iOS,Apple iPhone,12.5.1,0,371,4.0,1.331086
70d8ef91,fr,Yonne,Organic,iOS,Apple iPhone,14.4,0,238,43.0,0.994254
c5e1a44f,fr,Seine-et-Marne,Organic,iOS,Apple iPhone,14.4,0,169,0.0,0.596516
e1412123,gb,Aberdeen City,Organic,Android,samsung samsung SM-A217F,10,0,281,0.0,1.432131
f262a587,br,Parana,Organic,iOS,Apple iPad,10.3.4,0,0,0.0,0.0
2a928565,mx,Mexico City,Organic,Android,HUAWEI HUAWEI VOG-TL00,10,0,0,0.0,0.0
727deeb0,mx,Veracruz,Organic,iOS,Apple iPhone,14.4,0,11,0.0,0.03624
13c03c9e,mx,Mexico City,Organic,iOS,Apple iPhone,14.4,0,30,7.0,0.104944
11471f73,mx,Jalisco,Organic,iOS,Apple iPhone,14.4,0,157,14.0,0.518744
a0d16bfd,mx,Mexico City,Organic,iOS,Apple iPhone,14.4,0,39,1.0,0.122911
adaa4290,mx,Jalisco,Organic,iOS,Apple iPhone,14.4,0,0,58.0,0.104065
c50a800b,it,Provincia di La Spezia,Organic,iOS,Apple iPad,14.2,0,259,0.0,0.738778
082a55bb,cl,Santiago Metropolitan,Organic,Android,motorola motorola moto g(8) power,10,0,24,0.0,0.044657
bbb361d2,ca,Quebec,Organic,ios,Apple iPhone,14.3,0,0,0.0,0.0
c57530eb,ca,Quebec,Organic,Android,Samsung Galaxy Phone,9,0,0,0.0,0.0
20ddba40,gt,Departamento de Guatemala,Organic,Android,HUAWEI HUAWEI STK-LX3,9,0,47,14.0,0.102062
ec928e30,co,Bogota D.C.,Organic,iOS,Apple iPhone,14.2,0,104,3.0,0.212352
c4d08d74,ve,Distrito Federal,Organic,iOS,Apple iPad,14.4,0,0,0.0,0.0
1848bc1b,mx,Mexico City,Organic,Android,HUAWEI HUAWEI POT-LX3,10,0,61,11.0,0.109234
93bde406,mx,Sonora,Organic,Android,HUAWEI HUAWEI JKM-LX3,9,0,387,14.0,0.60076
af6abd29,us,New Jersey,Organic,Android,Samsung Galaxy Phone,10,0,13,0.0,0.147195
c10740fb,es,Barcelona,Organic,Android,Samsung Galaxy Note,9,0,55,2.0,0.110217
190c1b27,es,Valencia,Organic,Android,Redmi Xiaomi Redmi Note 9S,10,0,81,5.0,0.134022
7962c956,es,Cantabria,Organic,Android,Xiaomi Phone,10,0,80,0.0,0.129203
7f8bf470,es,Barcelona,Non-Organic,Android,Redmi Xiaomi Redmi Note 9 Pro,10,0,194,3.0,0.304387
ea253ae0,es,Cadiz,Non-Organic,Android,Samsung Galaxy Phone,10,0,735,4.0,1.385951
c4643cfd,es,Madrid,Organic,Android,Xiaomi Xiaomi MI 9,10,0,14,0.0,0.022424
7f497759,es,Madrid,Organic,Android,Samsung Galaxy Phone,8.0.0,0,107,1.0,0.208366
f6f1f775,es,Valencia,Organic,Android,Xiaomi Phone,10,0,293,16.0,0.489635
183f5f04,es,Seville,Non-Organic,Android,HUAWEI HUAWEI ALP-L09,10,0,99,5.0,0.163913
85a32816,es,Almeria,Organic,Android,Samsung Galaxy Phone,10,0,159,0.0,0.313582
25994a8e,co,Cundinamarca,Organic,Android,KRONO roco NETWORK,8.1.0,0,1505,10.0,2.920686
ee5f82f0,co,Bogota D.C.,Organic,Android,motorola motorola moto g(8) power lite,7.1.1,0,216,37.0,0.469098
55b183be,bo,Departamento de Pando,Organic,iOS,Apple iPhone,14.2,0,0,0.0,0.0
f5544761,uy,Departamento de Montevideo,,Android,Xiaomi Phone,10,0,166,23.0,0.125136
b5c15a4e,mq,,Organic,iOS,Apple iPad,12.4.9,0,0,0.0,0.0
d73cc73b,ar,Salta,Organic,iOS,Apple iPhone,14.4,0,0,0.0,0.0
b996c9bf,ar,Buenos Aires F.D.,Organic,iOS,Apple iPhone,14.4,0,73,,0.103927
27a4cff4,es,Barcelona,Organic,iOS,Apple iPhone,14.4,0,13,2.0,0.035376
3db571e8,es,,Organic,iOS,Apple iPhone,14.1,0,120,5.0,0.296572
8622fceb,es,Almeria,Organic,iOS,Apple iPad,14.3,0,30,3.0,0.081272
ea76ca87,es,Valencia,Organic,iOS,Apple iPhone,14.4,0,363,80.0,1.062836
c4ba3b24,es,Barcelona,Organic,iOS,Apple iPhone,14.4,0,14,,0.03537
a3298141,es,Toledo,Organic,iOS,Apple iPhone,14.4,0,282,0.0,0.694646
03cf58b8,es,Madrid,Organic,iOS,"Apple iPad7,11",14.4,0,80,0.0,0.204719
d586e578,es,Barcelona,Organic,iOS,Apple iPhone,14.4,0,178,2.0,0.430767
ffbe9eb4,es,Madrid,Organic,iOS,Apple iPhone,13.7,0,893,41.0,2.252044
f018c7ae,es,Barcelona,Organic,iOS,Apple iPhone,14.4,0,48,8.0,0.130205
d6e6f1e0,es,Madrid,Organic,iOS,Apple iPad,14.4,0,30,0.0,0.071994
e10a5b22,es,Madrid,Organic,iOS,Apple iPhone,14.4,0,53,0.0,0.133868
e9a26904,es,Valencia,Non-Organic,iOS,Apple iPhone,14.4,0,30,0.0,0.07331
10cd74ab,es,Principality of Asturias,Organic,iOS,Apple iPhone,14.4,0,266,0.0,0.648471
a54dca45,es,Valencia,Organic,iOS,Apple iPad,14.4,0,104,5.0,0.268757
1c59284b,es,Saragossa,Organic,iOS,Apple iPhone,14.4,0,26,0.0,0.064598
fd55c0a7,es,A Coruña,Organic,iOS,Apple iPad,12.5.1,0,210,0.0,0.501201
4b736b05,es,Saragossa,Organic,iOS,Apple iPhone,12.5.1,0,3,0.0,0.006993
9432e48d,mx,Jalisco,Organic,iOS,Apple iPhone,14.4,0,85,4.0,0.247348
faf83ee4,mx,México,Organic,iOS,Apple iPhone,14.4,0,0,0.0,0.0
22892ecd,mx,Guerrero,Organic,ios,Apple iPhone,14.2,0,0,0.0,0.0
3dae5a25,mx,Nuevo León,Organic,iOS,Apple iPhone,14.4,0,18,0.0,0.053235
2123b5fd,mx,Mexico City,Organic,iOS,Apple iPhone,12.5.1,0,37,0.0,0.109407
3591efec,mx,Mexico City,,iOS,Apple iPhone,14.4,0,161,18.0,0.518273
a2b8820a,mx,Yucatán,Organic,iOS,Apple iPhone,14.4,0,0,4.0,0.007056
de2d0425,mx,Nuevo León,Organic,iOS,samsung samsung SM-A750G,9,0,60,0.0,0.169081
9d9e84dc,it,Rome,Organic,android,Samsung Galaxy Phone,8.0.0,0,157,0.0,0.33248
894f3305,us,New York,Organic,Android,Samsung Galaxy Phone,10,0,0,0.0,0.0
e596db8e,us,Georgia,Organic,Android,Samsung Galaxy Phone,10,0,0,0.0,0.0
6a28275c,us,California,Organic,Android,Google Phone,11,133,27,0.0,0.275609
661f0279,cl,Santiago Metropolitan,Organic,ios,Apple iPhone,14.0.1,0,74,0.0,0.239051
ad08481b,fr,Yvelines,Organic,iOS,Apple iPhone,14.3,0,117,0.0,0.40933
766fa80c,fr,Tarn-et-Garonne,Organic,iOS,Apple iPhone,14.4,0,34,0.0,0.121096
2b1a9fa8,fr,Paris,Organic,iOS,Apple iPhone,14.0.1,0,44,,0.164801
0c4c4a3a,gb,Belfast,Organic,Android,samsung samsung SM-A107F,10,0,0,0.0,0.0
8b2b92cb,pt,Lisbon,Organic,Android,Samsung Galaxy Phone,10,0,257,31.0,0.33608
8336f8af,pt,Porto,,Android,Huawei Phone,10,0,76,2.0,0.075105
3e0e64dc,br,Rio de Janeiro,Organic,Android,Samsung Galaxy Note,10,0,128,11.0,0.254833
3dfe58cc,br,Sao Paulo,Organic,Android,Samsung Galaxy Phone,10,0,21,8.0,0.050163
a82dc04a,mx,Mexico City,Organic,android,HUAWEI HUAWEI ART-L28,10,0,0,0.0,0.0
f45ff744,mx,Mexico City,Organic,Android,Motorola Phone,10,0,34,5.0,0.055332
cc521a26,mx,Mexico City,Organic,Android,HUAWEI HUAWEI STK-LX3,10,0,0,0.0,0.0
2ec9236b,mx,Veracruz,Organic,Android,HUAWEI HUAWEI BAC-L03,8.0.0,0,24,0.0,0.034257
65bea6e0,mx,Mexico City,Organic,Android,Samsung Galaxy Phone,10,0,307,11.0,0.536928
1138b389,mx,Mexico City,Organic,Android,motorola motorola moto e(6) plus,9,0,32,11.0,0.058978
78405ff6,mx,Mexico City,Organic,iOS,Apple iPhone,14.4,0,39,,0.125198
